t,c_mean,c_surface,c_bulk,gamma_max,gamma_surface,R_max,R_surface,j_mean
3.02150000e+01,1.01254878e+04,1.01255733e+04,1.01254791e+04,5.94980835e-01,5.94977144e-01,8.95595896e-02,8.95595896e-02,4.54482824e+00
3.02200000e+01,1.01255047e+04,1.01257575e+04,1.01254791e+04,5.94980835e-01,5.94969796e-01,2.70956984e-01,2.70956984e-01,5.68140221e+00
3.02250000e+01,1.01255305e+04,1.01255355e+04,1.01255300e+04,5.94978813e-01,5.94978564e-01,1.20052211e-04,1.20052211e-04,5.41376937e+00
3.02300000e+01,1.01255468e+04,1.01256706e+04,1.01255343e+04,5.94978629e-01,5.94973255e-01,1.30996291e-01,1.30996291e-01,4.65572955e+00
3.02350000e+01,1.01255706e+04,1.01259296e+04,1.01255343e+04,5.94978629e-01,5.94962918e-01,3.86077901e-01,3.86077901e-01,5.99544847e+00
3.02400000e+01,1.01255897e+04,1.01255946e+04,1.01255892e+04,5.94976431e-01,5.94976298e-01,2.14233882e-03,2.14233882e-03,4.85888719e+00
3.02450000e+01,1.01256105e+04,1.01258211e+04,1.01255892e+04,5.94976431e-01,5.94967244e-01,2.25185215e-01,2.25185215e-01,5.12655595e+00
3.02500000e+01,1.01256303e+04,1.01260357e+04,1.01255892e+04,5.94976431e-01,5.94958672e-01,4.36548881e-01,4.36548881e-01,5.88462952e+00
3.02550000e+01,1.01256530e+04,1.01257386e+04,1.01256444e+04,5.94974226e-01,5.94970535e-01,8.95605714e-02,8.95605714e-02,4.54492855e+00
3.02600000e+01,1.01256699e+04,1.01259228e+04,1.01256444e+04,5.94974225e-01,5.94963187e-01,2.70959954e-01,2.70959954e-01,5.68152761e+00
3.02650000e+01,1.01256957e+04,1.01257007e+04,1.01256952e+04,5.94972204e-01,5.94971955e-01,1.20053528e-04,1.20053528e-04,5.41388885e+00
3.02700000e+01,1.01257120e+04,1.01258358e+04,1.01256995e+04,5.94972020e-01,5.94966646e-01,1.30997727e-01,1.30997727e-01,4.65583231e+00
3.02750000e+01,1.01257358e+04,1.01260948e+04,1.01256995e+04,5.94972020e-01,5.94956309e-01,3.86082133e-01,3.86082133e-01,5.99558079e+00
3.02800000e+01,1.01257550e+04,1.01257598e+04,1.01257545e+04,5.94969822e-01,5.94969689e-01,2.14236231e-03,2.14236231e-03,4.85899443e+00
3.02850000e+01,1.01257758e+04,1.01259863e+04,1.01257545e+04,5.94969822e-01,5.94960635e-01,2.25187684e-01,2.25187684e-01,5.12666909e+00
3.02900000e+01,1.01257955e+04,1.01262009e+04,1.01257545e+04,5.94969822e-01,5.94952064e-01,4.36553667e-01,4.36553667e-01,5.88475940e+00
3.02950000e+01,1.01258182e+04,1.01259038e+04,1.01258096e+04,5.94967616e-01,5.94963926e-01,8.95615531e-02,8.95615531e-02,4.54502886e+00
3.03000000e+01,1.01258352e+04,1.01260880e+04,1.01258096e+04,5.94967616e-01,5.94956578e-01,2.70962924e-01,2.70962924e-01,5.68165300e+00
3.03050000e+01,1.01258609e+04,1.01258660e+04,1.01258604e+04,5.94965595e-01,5.94965346e-01,1.20054844e-04,1.20054844e-04,5.41400834e+00
3.03100000e+01,1.01258772e+04,1.01260011e+04,1.01258647e+04,5.94965411e-01,5.94960037e-01,1.30999163e-01,1.30999163e-01,4.65593506e+00
3.03150000e+01,1.01259011e+04,1.01262601e+04,1.01258647e+04,5.94965411e-01,5.94949700e-01,3.86086365e-01,3.86086365e-01,5.99571312e+00
3.03200000e+01,1.01259202e+04,1.01259251e+04,1.01259197e+04,5.94963213e-01,5.94963080e-01,2.14238579e-03,2.14238579e-03,4.85910166e+00
3.03250000e+01,1.01259410e+04,1.01261515e+04,1.01259197e+04,5.94963213e-01,5.94954026e-01,2.25190152e-01,2.25190152e-01,5.12678224e+00
3.03300000e+01,1.01259607e+04,1.01263661e+04,1.01259197e+04,5.94963213e-01,5.94945455e-01,4.36558451e-01,4.36558451e-01,5.88488927e+00
3.03350000e+01,1.01259835e+04,1.01260690e+04,1.01259748e+04,5.94961008e-01,5.94957317e-01,8.95625348e-02,8.95625348e-02,4.54512916e+00
3.03400000e+01,1.01260004e+04,1.01262532e+04,1.01259748e+04,5.94961007e-01,5.94949969e-01,2.70965894e-01,2.70965894e-01,5.68177839e+00
3.03450000e+01,1.01260261e+04,1.01260312e+04,1.01260256e+04,5.94958986e-01,5.94958737e-01,1.20056159e-04,1.20056159e-04,5.41412782e+00
3.03500000e+01,1.01260425e+04,1.01261663e+04,1.01260299e+04,5.94958802e-01,5.94953428e-01,1.31000599e-01,1.31000599e-01,4.65603782e+00
3.03550000e+01,1.01260663e+04,1.01264253e+04,1.01260299e+04,5.94958802e-01,5.94943091e-01,3.86090597e-01,3.86090597e-01,5.99584544e+00
3.03600000e+01,1.01260854e+04,1.01260903e+04,1.01260849e+04,5.94956604e-01,5.94956472e-01,2.14240927e-03,2.14240927e-03,4.85920890e+00
3.03650000e+01,1.01261062e+04,1.01263168e+04,1.01260849e+04,5.94956604e-01,5.94947417e-01,2.25192620e-01,2.25192620e-01,5.12689538e+00
3.03700000e+01,1.01261259e+04,1.01265314e+04,1.01260849e+04,5.94956604e-01,5.94938846e-01,4.36563236e-01,4.36563236e-01,5.88501915e+00
3.03750000e+01,1.01261487e+04,1.01262342e+04,1.01261400e+04,5.94954399e-01,5.94950708e-01,8.95635165e-02,8.95635165e-02,4.54522947e+00
3.03800000e+01,1.01261656e+04,1.01264184e+04,1.01261400e+04,5.94954399e-01,5.94943360e-01,2.70968864e-01,2.70968864e-01,5.68190378e+00
3.03850000e+01,1.01261914e+04,1.01261964e+04,1.01261909e+04,5.94952377e-01,5.94952128e-01,1.20057475e-04,1.20057475e-04,5.41424731e+00
3.03900000e+01,1.01262077e+04,1.01263315e+04,1.01261952e+04,5.94952193e-01,5.94946819e-01,1.31002035e-01,1.31002035e-01,4.65614057e+00
3.03950000e+01,1.01262315e+04,1.01265905e+04,1.01261952e+04,5.94952193e-01,5.94936483e-01,3.86094828e-01,3.86094828e-01,5.99597776e+00
3.04000000e+01,1.01262506e+04,1.01262555e+04,1.01262501e+04,5.94949995e-01,5.94949863e-01,2.14243275e-03,2.14243275e-03,4.85931614e+00
3.04050000e+01,1.01262714e+04,1.01264820e+04,1.01262501e+04,5.94949995e-01,5.94940809e-01,2.25195088e-01,2.25195088e-01,5.12700852e+00
3.04100000e+01,1.01262911e+04,1.01266966e+04,1.01262501e+04,5.94949995e-01,5.94932238e-01,4.36568021e-01,4.36568021e-01,5.88514902e+00
3.04150000e+01,1.01263139e+04,1.01263995e+04,1.01263053e+04,5.94947790e-01,5.94944099e-01,8.95644981e-02,8.95644981e-02,4.54532978e+00
3.04200000e+01,1.01263308e+04,1.01265836e+04,1.01263053e+04,5.94947790e-01,5.94936752e-01,2.70971834e-01,2.70971834e-01,5.68202917e+00
3.04250000e+01,1.01263566e+04,1.01263616e+04,1.01263561e+04,5.94945768e-01,5.94945519e-01,1.20058791e-04,1.20058791e-04,5.41436679e+00
3.04300000e+01,1.01263729e+04,1.01264967e+04,1.01263604e+04,5.94945585e-01,5.94940211e-01,1.31003470e-01,1.31003470e-01,4.65624332e+00
3.04350000e+01,1.01263967e+04,1.01267557e+04,1.01263604e+04,5.94945585e-01,5.94929874e-01,3.86099059e-01,3.86099059e-01,5.99611007e+00
3.04400000e+01,1.01264158e+04,1.01264207e+04,1.01264153e+04,5.94943386e-01,5.94943254e-01,2.14245623e-03,2.14245623e-03,4.85942337e+00
3.04450000e+01,1.01264366e+04,1.01266472e+04,1.01264153e+04,5.94943386e-01,5.94934200e-01,2.25197556e-01,2.25197556e-01,5.12712166e+00
3.04500000e+01,1.01264564e+04,1.01268618e+04,1.01264153e+04,5.94943386e-01,5.94925629e-01,4.36572805e-01,4.36572805e-01,5.88527889e+00
3.04550000e+01,1.01264791e+04,1.01265647e+04,1.01264705e+04,5.94941181e-01,5.94937491e-01,8.95654796e-02,8.95654796e-02,4.54543008e+00
3.04600000e+01,1.01264960e+04,1.01267488e+04,1.01264705e+04,5.94941181e-01,5.94930143e-01,2.70974803e-01,2.70974803e-01,5.68215456e+00
3.04650000e+01,1.01265218e+04,1.01265268e+04,1.01265213e+04,5.94939159e-01,5.94938911e-01,1.20060107e-04,1.20060107e-04,5.41448627e+00
3.04700000e+01,1.01265381e+04,1.01266619e+04,1.01265256e+04,5.94938976e-01,5.94933602e-01,1.31004906e-01,1.31004906e-01,4.65634607e+00
3.04750000e+01,1.01265619e+04,1.01269209e+04,1.01265256e+04,5.94938976e-01,5.94923266e-01,3.86103290e-01,3.86103290e-01,5.99624239e+00
3.04800000e+01,1.01265810e+04,1.01265859e+04,1.01265806e+04,5.94936778e-01,5.94936645e-01,2.14247971e-03,2.14247971e-03,4.85953060e+00
3.04850000e+01,1.01266019e+04,1.01268124e+04,1.01265806e+04,5.94936778e-01,5.94927592e-01,2.25200024e-01,2.25200024e-01,5.12723480e+00
3.04900000e+01,1.01266216e+04,1.01270270e+04,1.01265806e+04,5.94936778e-01,5.94919021e-01,4.36577589e-01,4.36577589e-01,5.88540876e+00
3.04950000e+01,1.01266443e+04,1.01267299e+04,1.01266357e+04,5.94934573e-01,5.94930882e-01,8.95664611e-02,8.95664611e-02,4.54553038e+00
3.05000000e+01,1.01266613e+04,1.01269141e+04,1.01266357e+04,5.94934573e-01,5.94923535e-01,2.70977773e-01,2.70977773e-01,5.68227995e+00
3.05050000e+01,1.01266870e+04,1.01266920e+04,1.01266865e+04,5.94932551e-01,5.94932302e-01,1.20061423e-04,1.20061423e-04,5.41460575e+00
3.05100000e+01,1.01267033e+04,1.01268271e+04,1.01266908e+04,5.94932368e-01,5.94926994e-01,1.31006342e-01,1.31006342e-01,4.65644882e+00
3.05150000e+01,1.01267271e+04,1.01270861e+04,1.01266908e+04,5.94932367e-01,5.94916657e-01,3.86107521e-01,3.86107521e-01,5.99637471e+00
3.05200000e+01,1.01267463e+04,1.01267511e+04,1.01267458e+04,5.94930169e-01,5.94930037e-01,2.14250319e-03,2.14250319e-03,4.85963784e+00
3.05250000e+01,1.01267671e+04,1.01269776e+04,1.01267458e+04,5.94930169e-01,5.94920983e-01,2.25202492e-01,2.25202492e-01,5.12734794e+00
3.05300000e+01,1.01267868e+04,1.01271922e+04,1.01267458e+04,5.94930169e-01,5.94912413e-01,4.36582372e-01,4.36582372e-01,5.88553863e+00
3.05350000e+01,1.01268096e+04,1.01268951e+04,1.01268009e+04,5.94927964e-01,5.94924274e-01,8.95674426e-02,8.95674426e-02,4.54563069e+00
3.05400000e+01,1.01268265e+04,1.01270793e+04,1.01268009e+04,5.94927964e-01,5.94916926e-01,2.70980742e-01,2.70980742e-01,5.68240533e+00
3.05450000e+01,1.01268522e+04,1.01268573e+04,1.01268517e+04,5.94925942e-01,5.94925694e-01,1.20062738e-04,1.20062738e-04,5.41472523e+00
3.05500000e+01,1.01268686e+04,1.01269924e+04,1.01268560e+04,5.94925759e-01,5.94920385e-01,1.31007777e-01,1.31007777e-01,4.65655157e+00
3.05550000e+01,1.01268923e+04,1.01272513e+04,1.01268560e+04,5.94925759e-01,5.94910049e-01,3.86111752e-01,3.86111752e-01,5.99650702e+00
3.05600000e+01,1.01269115e+04,1.01269164e+04,1.01269110e+04,5.94923561e-01,5.94923429e-01,2.14252667e-03,2.14252667e-03,4.85974507e+00
3.05650000e+01,1.01269323e+04,1.01271428e+04,1.01269110e+04,5.94923561e-01,5.94914375e-01,2.25204959e-01,2.25204959e-01,5.12746108e+00
3.05700000e+01,1.01269520e+04,1.01273574e+04,1.01269110e+04,5.94923561e-01,5.94905804e-01,4.36587156e-01,4.36587156e-01,5.88566850e+00
3.05750000e+01,1.01269748e+04,1.01270603e+04,1.01269661e+04,5.94921356e-01,5.94917665e-01,8.95684240e-02,8.95684240e-02,4.54573099e+00
3.05800000e+01,1.01269917e+04,1.01272445e+04,1.01269661e+04,5.94921356e-01,5.94910318e-01,2.70983711e-01,2.70983711e-01,5.68253072e+00
3.05850000e+01,1.01270174e+04,1.01270225e+04,1.01270169e+04,5.94919334e-01,5.94919085e-01,1.20064054e-04,1.20064054e-04,5.41484471e+00
3.05900000e+01,1.01270338e+04,1.01271576e+04,1.01270212e+04,5.94919151e-01,5.94913777e-01,1.31009213e-01,1.31009213e-01,4.65665432e+00
3.05950000e+01,1.01270576e+04,1.01274165e+04,1.01270212e+04,5.94919151e-01,5.94903441e-01,3.86115982e-01,3.86115982e-01,5.99663934e+00
3.06000000e+01,1.01270767e+04,1.01270816e+04,1.01270762e+04,5.94916953e-01,5.94916820e-01,2.14255014e-03,2.14255014e-03,4.85985230e+00
3.06050000e+01,1.01270975e+04,1.01273080e+04,1.01270762e+04,5.94916953e-01,5.94907767e-01,2.25207427e-01,2.25207427e-01,5.12757422e+00
3.06100000e+01,1.01271172e+04,1.01275226e+04,1.01270762e+04,5.94916952e-01,5.94899196e-01,4.36591939e-01,4.36591939e-01,5.88579836e+00
3.06150000e+01,1.01271400e+04,1.01272255e+04,1.01271313e+04,5.94914748e-01,5.94911057e-01,8.95694054e-02,8.95694054e-02,4.54583129e+00
3.06200000e+01,1.01271569e+04,1.01274097e+04,1.01271313e+04,5.94914747e-01,5.94903710e-01,2.70986680e-01,2.70986680e-01,5.68265610e+00
3.06250000e+01,1.01271826e+04,1.01271877e+04,1.01271821e+04,5.94912726e-01,5.94912477e-01,1.20065369e-04,1.20065369e-04,5.41496418e+00
3.06300000e+01,1.01271990e+04,1.01273228e+04,1.01271864e+04,5.94912542e-01,5.94907169e-01,1.31010648e-01,1.31010648e-01,4.65675707e+00
3.06350000e+01,1.01272228e+04,1.01275817e+04,1.01271864e+04,5.94912542e-01,5.94896833e-01,3.86120212e-01,3.86120212e-01,5.99677165e+00
3.06400000e+01,1.01272419e+04,1.01272468e+04,1.01272414e+04,5.94910344e-01,5.94910212e-01,2.14257362e-03,2.14257362e-03,4.85995953e+00
3.06450000e+01,1.01272627e+04,1.01274732e+04,1.01272414e+04,5.94910344e-01,5.94901159e-01,2.25209894e-01,2.25209894e-01,5.12768736e+00
3.06500000e+01,1.01272824e+04,1.01276878e+04,1.01272414e+04,5.94910344e-01,5.94892588e-01,4.36596722e-01,4.36596722e-01,5.88592823e+00
3.06550000e+01,1.01273052e+04,1.01273907e+04,1.01272965e+04,5.94908139e-01,5.94904449e-01,8.95703867e-02,8.95703867e-02,4.54593159e+00
3.06600000e+01,1.01273221e+04,1.01275749e+04,1.01272965e+04,5.94908139e-01,5.94897102e-01,2.70989649e-01,2.70989649e-01,5.68278148e+00
3.06650000e+01,1.01273478e+04,1.01273529e+04,1.01273473e+04,5.94906118e-01,5.94905869e-01,1.20066685e-04,1.20066685e-04,5.41508366e+00
3.06700000e+01,1.01273642e+04,1.01274880e+04,1.01273516e+04,5.94905934e-01,5.94900561e-01,1.31012083e-01,1.31012083e-01,4.65685981e+00
3.06750000e+01,1.01273880e+04,1.01277469e+04,1.01273516e+04,5.94905934e-01,5.94890225e-01,3.86124442e-01,3.86124442e-01,5.99690396e+00
3.06800000e+01,1.01274071e+04,1.01274120e+04,1.01274066e+04,5.94903736e-01,5.94903604e-01,2.14259709e-03,2.14259709e-03,4.86006676e+00
3.06850000e+01,1.01274279e+04,1.01276384e+04,1.01274066e+04,5.94903736e-01,5.94894551e-01,2.25212361e-01,2.25212361e-01,5.12780049e+00
3.06900000e+01,1.01274476e+04,1.01278530e+04,1.01274066e+04,5.94903736e-01,5.94885981e-01,4.36601505e-01,4.36601505e-01,5.88605809e+00
3.06950000e+01,1.01274704e+04,1.01275559e+04,1.01274617e+04,5.94901531e-01,5.94897841e-01,8.95713679e-02,8.95713679e-02,4.54603189e+00
3.07000000e+01,1.01274873e+04,1.01277401e+04,1.01274617e+04,5.94901531e-01,5.94890494e-01,2.70992617e-01,2.70992617e-01,5.68290686e+00
3.07050000e+01,1.01275130e+04,1.01275181e+04,1.01275125e+04,5.94899510e-01,5.94899261e-01,1.20068000e-04,1.20068000e-04,5.41520313e+00
3.07100000e+01,1.01275294e+04,1.01276532e+04,1.01275168e+04,5.94899326e-01,5.94893953e-01,1.31013518e-01,1.31013518e-01,4.65696256e+00
3.07150000e+01,1.01275532e+04,1.01279121e+04,1.01275168e+04,5.94899326e-01,5.94883617e-01,3.86128672e-01,3.86128672e-01,5.99703627e+00
3.07200000e+01,1.01275723e+04,1.01275772e+04,1.01275718e+04,5.94897128e-01,5.94896996e-01,2.14262056e-03,2.14262056e-03,4.86017398e+00
3.07250000e+01,1.01275931e+04,1.01278036e+04,1.01275718e+04,5.94897128e-01,5.94887943e-01,2.25214828e-01,2.25214828e-01,5.12791362e+00
3.07300000e+01,1.01276128e+04,1.01280182e+04,1.01275718e+04,5.94897128e-01,5.94879373e-01,4.36606288e-01,4.36606288e-01,5.88618796e+00
3.07350000e+01,1.01276356e+04,1.01277211e+04,1.01276269e+04,5.94894923e-01,5.94891233e-01,8.95723491e-02,8.95723491e-02,4.54613218e+00
3.07400000e+01,1.01276525e+04,1.01279053e+04,1.01276269e+04,5.94894923e-01,5.94883886e-01,2.70995586e-01,2.70995586e-01,5.68303224e+00
3.07450000e+01,1.01276782e+04,1.01276833e+04,1.01276777e+04,5.94892902e-01,5.94892653e-01,1.20069315e-04,1.20069315e-04,5.41532260e+00
3.07500000e+01,1.01276946e+04,1.01278184e+04,1.01276820e+04,5.94892718e-01,5.94887345e-01,1.31014954e-01,1.31014954e-01,4.65706530e+00
3.07550000e+01,1.01277184e+04,1.01280773e+04,1.01276820e+04,5.94892718e-01,5.94877009e-01,3.86132901e-01,3.86132901e-01,5.99716858e+00
3.07600000e+01,1.01277375e+04,1.01277424e+04,1.01277370e+04,5.94890520e-01,5.94890388e-01,2.14264403e-03,2.14264403e-03,4.86028121e+00
3.07650000e+01,1.01277583e+04,1.01279688e+04,1.01277370e+04,5.94890520e-01,5.94881335e-01,2.25217295e-01,2.25217295e-01,5.12802676e+00
3.07700000e+01,1.01277780e+04,1.01281834e+04,1.01277370e+04,5.94890520e-01,5.94872765e-01,4.36611070e-01,4.36611070e-01,5.88631782e+00
3.07750000e+01,1.01278008e+04,1.01278863e+04,1.01277921e+04,5.94888315e-01,5.94884625e-01,8.95733303e-02,8.95733303e-02,4.54623248e+00
3.07800000e+01,1.01278177e+04,1.01280705e+04,1.01277921e+04,5.94888315e-01,5.94877278e-01,2.70998554e-01,2.70998554e-01,5.68315762e+00
3.07850000e+01,1.01278434e+04,1.01278485e+04,1.01278429e+04,5.94886294e-01,5.94886045e-01,1.20070630e-04,1.20070630e-04,5.41544208e+00
3.07900000e+01,1.01278598e+04,1.01279836e+04,1.01278472e+04,5.94886110e-01,5.94880737e-01,1.31016389e-01,1.31016389e-01,4.65716804e+00
3.07950000e+01,1.01278836e+04,1.01282425e+04,1.01278472e+04,5.94886110e-01,5.94870402e-01,3.86137131e-01,3.86137131e-01,5.99730089e+00
3.08000000e+01,1.01279027e+04,1.01279076e+04,1.01279022e+04,5.94883912e-01,5.94883780e-01,2.14266750e-03,2.14266750e-03,4.86038843e+00
3.08050000e+01,1.01279235e+04,1.01281340e+04,1.01279022e+04,5.94883912e-01,5.94874727e-01,2.25219762e-01,2.25219762e-01,5.12813989e+00
3.08100000e+01,1.01279432e+04,1.01283486e+04,1.01279022e+04,5.94883912e-01,5.94866157e-01,4.36615852e-01,4.36615852e-01,5.88644768e+00
3.08150000e+01,1.01279660e+04,1.01280515e+04,1.01279573e+04,5.94881708e-01,5.94878018e-01,8.95743114e-02,8.95743114e-02,4.54633278e+00
3.08200000e+01,1.01279829e+04,1.01282357e+04,1.01279573e+04,5.94881707e-01,5.94870671e-01,2.71001522e-01,2.71001522e-01,5.68328300e+00
3.08250000e+01,1.01280086e+04,1.01280137e+04,1.01280081e+04,5.94879686e-01,5.94879437e-01,1.20071946e-04,1.20071946e-04,5.41556155e+00
3.08300000e+01,1.01280250e+04,1.01281487e+04,1.01280124e+04,5.94879503e-01,5.94874129e-01,1.31017824e-01,1.31017824e-01,4.65727078e+00
3.08350000e+01,1.01280488e+04,1.01284077e+04,1.01280124e+04,5.94879503e-01,5.94863794e-01,3.86141360e-01,3.86141360e-01,5.99743319e+00
3.08400000e+01,1.01280679e+04,1.01280728e+04,1.01280674e+04,5.94877305e-01,5.94877172e-01,2.14269097e-03,2.14269097e-03,4.86049566e+00
3.08450000e+01,1.01280887e+04,1.01282992e+04,1.01280674e+04,5.94877305e-01,5.94868120e-01,2.25222229e-01,2.25222229e-01,5.12825302e+00
3.08500000e+01,1.01281084e+04,1.01285138e+04,1.01280674e+04,5.94877305e-01,5.94859550e-01,4.36620634e-01,4.36620634e-01,5.88657754e+00
3.08550000e+01,1.01281312e+04,1.01282167e+04,1.01281225e+04,5.94875100e-01,5.94871410e-01,8.95752925e-02,8.95752925e-02,4.54643307e+00
3.08600000e+01,1.01281481e+04,1.01284008e+04,1.01281225e+04,5.94875100e-01,5.94864063e-01,2.71004490e-01,2.71004490e-01,5.68340837e+00
3.08650000e+01,1.01281738e+04,1.01281789e+04,1.01281733e+04,5.94873078e-01,5.94872829e-01,1.20073261e-04,1.20073261e-04,5.41568102e+00
3.08700000e+01,1.01281902e+04,1.01283139e+04,1.01281776e+04,5.94872895e-01,5.94867522e-01,1.31019259e-01,1.31019259e-01,4.65737353e+00
3.08750000e+01,1.01282139e+04,1.01285729e+04,1.01281776e+04,5.94872895e-01,5.94857187e-01,3.86145589e-01,3.86145589e-01,5.99756550e+00
3.08800000e+01,1.01282331e+04,1.01282380e+04,1.01282326e+04,5.94870697e-01,5.94870565e-01,2.14271444e-03,2.14271444e-03,4.86060288e+00
3.08850000e+01,1.01282539e+04,1.01284644e+04,1.01282326e+04,5.94870697e-01,5.94861512e-01,2.25224695e-01,2.25224695e-01,5.12836615e+00
3.08900000e+01,1.01282736e+04,1.01286789e+04,1.01282326e+04,5.94870697e-01,5.94852943e-01,4.36625415e-01,4.36625415e-01,5.88670739e+00
3.08950000e+01,1.01282964e+04,1.01283819e+04,1.01282877e+04,5.94868492e-01,5.94864802e-01,8.95762735e-02,8.95762735e-02,4.54653336e+00
3.09000000e+01,1.01283133e+04,1.01285660e+04,1.01282877e+04,5.94868492e-01,5.94857456e-01,2.71007458e-01,2.71007458e-01,5.68353375e+00
3.09050000e+01,1.01283390e+04,1.01283441e+04,1.01283385e+04,5.94866471e-01,5.94866222e-01,1.20074576e-04,1.20074576e-04,5.41580048e+00
3.09100000e+01,1.01283553e+04,1.01284791e+04,1.01283428e+04,5.94866287e-01,5.94860914e-01,1.31020694e-01,1.31020694e-01,4.65747627e+00
3.09150000e+01,1.01283791e+04,1.01287381e+04,1.01283428e+04,5.94866287e-01,5.94850579e-01,3.86149818e-01,3.86149818e-01,5.99769780e+00
3.09200000e+01,1.01283983e+04,1.01284031e+04,1.01283978e+04,5.94864089e-01,5.94863957e-01,2.14273790e-03,2.14273790e-03,4.86071010e+00
3.09250000e+01,1.01284191e+04,1.01286296e+04,1.01283978e+04,5.94864089e-01,5.94854905e-01,2.25227162e-01,2.25227162e-01,5.12847928e+00
3.09300000e+01,1.01284388e+04,1.01288441e+04,1.01283978e+04,5.94864089e-01,5.94846335e-01,4.36630197e-01,4.36630197e-01,5.88683725e+00
3.09350000e+01,1.01284615e+04,1.01285471e+04,1.01284529e+04,5.94861885e-01,5.94858195e-01,8.95772545e-02,8.95772545e-02,4.54663366e+00
3.09400000e+01,1.01284785e+04,1.01287312e+04,1.01284529e+04,5.94861885e-01,5.94850848e-01,2.71010426e-01,2.71010426e-01,5.68365912e+00
3.09450000e+01,1.01285042e+04,1.01285092e+04,1.01285037e+04,5.94859863e-01,5.94859614e-01,1.20075891e-04,1.20075891e-04,5.41591995e+00
3.09500000e+01,1.01285205e+04,1.01286443e+04,1.01285080e+04,5.94859680e-01,5.94854307e-01,1.31022128e-01,1.31022128e-01,4.65757900e+00
3.09550000e+01,1.01285443e+04,1.01289033e+04,1.01285080e+04,5.94859680e-01,5.94843972e-01,3.86154046e-01,3.86154046e-01,5.99783010e+00
3.09600000e+01,1.01285634e+04,1.01285683e+04,1.01285630e+04,5.94857482e-01,5.94857350e-01,2.14276137e-03,2.14276137e-03,4.86081733e+00
3.09650000e+01,1.01285843e+04,1.01287948e+04,1.01285630e+04,5.94857482e-01,5.94848297e-01,2.25229628e-01,2.25229628e-01,5.12859240e+00
3.09700000e+01,1.01286040e+04,1.01290093e+04,1.01285630e+04,5.94857482e-01,5.94839728e-01,4.36634978e-01,4.36634978e-01,5.88696711e+00
3.09750000e+01,1.01286267e+04,1.01287123e+04,1.01286181e+04,5.94855277e-01,5.94851587e-01,8.95782354e-02,8.95782354e-02,4.54673395e+00
3.09800000e+01,1.01286436e+04,1.01288964e+04,1.01286181e+04,5.94855277e-01,5.94844241e-01,2.71013394e-01,2.71013394e-01,5.68378449e+00
3.09850000e+01,1.01286694e+04,1.01286744e+04,1.01286689e+04,5.94853256e-01,5.94853007e-01,1.20077206e-04,1.20077206e-04,5.41603942e+00
3.09900000e+01,1.01286857e+04,1.01288095e+04,1.01286732e+04,5.94853072e-01,5.94847700e-01,1.31023563e-01,1.31023563e-01,4.65768174e+00
3.09950000e+01,1.01287095e+04,1.01290684e+04,1.01286732e+04,5.94853072e-01,5.94837365e-01,3.86158274e-01,3.86158274e-01,5.99796240e+00
3.10000000e+01,1.01287286e+04,1.01287335e+04,1.01287281e+04,5.94850875e-01,5.94850742e-01,2.14278483e-03,2.14278483e-03,4.86092455e+00
3.10050000e+01,1.01287494e+04,1.01289599e+04,1.01287281e+04,5.94850875e-01,5.94841690e-01,2.25232094e-01,2.25232094e-01,5.12870553e+00
3.10100000e+01,1.01287692e+04,1.01291745e+04,1.01287281e+04,5.94850874e-01,5.94833121e-01,4.36639759e-01,4.36639759e-01,5.88709696e+00
3.10150000e+01,1.01287919e+04,1.01288774e+04,1.01287833e+04,5.94848670e-01,5.94844980e-01,8.95792163e-02,8.95792163e-02,4.54683424e+00
3.10200000e+01,1.01288088e+04,1.01290616e+04,1.01287833e+04,5.94848670e-01,5.94837634e-01,2.71016361e-01,2.71016361e-01,5.68390987e+00
3.10250000e+01,1.01288346e+04,1.01288396e+04,1.01288341e+04,5.94846648e-01,5.94846400e-01,1.20078520e-04,1.20078520e-04,5.41615888e+00
3.10300000e+01,1.01288509e+04,1.01289747e+04,1.01288384e+04,5.94846465e-01,5.94841092e-01,1.31024998e-01,1.31024998e-01,4.65778448e+00
3.10350000e+01,1.01288747e+04,1.01292336e+04,1.01288384e+04,5.94846465e-01,5.94830758e-01,3.86162502e-01,3.86162502e-01,5.99809470e+00
3.10400000e+01,1.01288938e+04,1.01288987e+04,1.01288933e+04,5.94844267e-01,5.94844135e-01,2.14280830e-03,2.14280830e-03,4.86103176e+00
3.10450000e+01,1.01289146e+04,1.01291251e+04,1.01288933e+04,5.94844267e-01,5.94835083e-01,2.25234561e-01,2.25234561e-01,5.12881866e+00
3.10500000e+01,1.01289343e+04,1.01293397e+04,1.01288933e+04,5.94844267e-01,5.94826514e-01,4.36644540e-01,4.36644540e-01,5.88722681e+00
3.10550000e+01,1.01289571e+04,1.01290426e+04,1.01289484e+04,5.94842063e-01,5.94838373e-01,8.95801971e-02,8.95801971e-02,4.54693453e+00
3.10600000e+01,1.01289740e+04,1.01292268e+04,1.01289484e+04,5.94842063e-01,5.94831027e-01,2.71019329e-01,2.71019329e-01,5.68403524e+00
3.10650000e+01,1.01289998e+04,1.01290048e+04,1.01289992e+04,5.94840041e-01,5.94839792e-01,1.20079835e-04,1.20079835e-04,5.41627835e+00
3.10700000e+01,1.01290161e+04,1.01291399e+04,1.01290036e+04,5.94839858e-01,5.94834485e-01,1.31026432e-01,1.31026432e-01,4.65788722e+00
