sample_count,seed_length_bytes,total_bytes,unique_seeds,collisions,entropy_bits_per_byte,normalized_entropy,unique_byte_values,min_frequency,max_frequency,chi_square_uniformity
1000,64,64000,1000,0,7.997031708610474,0.9996289635763093,256,212,293,263.5039999999999
